type,fold,rna_idx,drug_idx,label,split
drug,4,114,11,0,train
drug,4,41,0,0,train
drug,4,170,116,0,train
drug,4,482,85,0,train
drug,4,207,84,0,train
drug,4,316,65,0,train
drug,4,515,1,0,train
drug,4,402,45,0,train
drug,4,592,71,0,train
drug,4,256,35,0,train
drug,4,63,76,0,train
drug,4,566,0,0,train
drug,4,477,67,0,train
drug,4,151,101,0,train
drug,4,554,98,0,train
drug,4,513,110,0,train
drug,4,79,56,0,train
drug,4,593,37,0,train
drug,4,223,36,0,train
drug,4,165,49,0,train
drug,4,613,2,0,train
drug,4,301,92,0,train
drug,4,490,106,0,train
drug,4,312,84,0,train
drug,4,473,44,0,train
drug,4,212,42,0,train
drug,4,535,42,0,train
drug,4,188,34,0,train
drug,4,15,14,0,train
drug,4,273,97,0,train
drug,4,43,103,0,train
drug,4,560,93,0,train
drug,4,183,38,0,train
drug,4,49,1,0,train
drug,4,240,83,0,train
drug,4,78,89,0,train
drug,4,253,7,0,train
drug,4,111,42,0,train
drug,4,338,103,0,train
drug,4,92,104,0,train
drug,4,323,38,0,train
drug,4,386,53,0,train
drug,4,412,96,0,train
drug,4,583,91,0,train
drug,4,395,78,0,train
drug,4,386,38,0,train
drug,4,601,39,0,train
drug,4,232,2,0,train
drug,4,380,97,0,train
drug,4,471,29,0,train
drug,4,238,69,0,train
drug,4,48,72,0,train
drug,4,328,21,0,train
drug,4,521,66,0,train
drug,4,114,14,0,train
drug,4,608,106,0,train
drug,4,375,107,0,train
drug,4,478,52,0,train
drug,4,616,7,0,train
drug,4,221,38,0,train
drug,4,393,56,0,train
drug,4,72,18,0,train
drug,4,200,55,0,train
drug,4,611,91,0,train
drug,4,40,84,0,train
drug,4,204,67,0,train
drug,4,414,39,0,train
drug,4,84,42,0,train
drug,4,317,89,0,train
drug,4,582,103,0,train
drug,4,457,24,0,train
drug,4,98,90,0,train
drug,4,338,7,0,train
drug,4,293,70,0,train
drug,4,524,39,0,train
drug,4,558,4,0,train
drug,4,494,114,0,train
drug,4,345,11,0,train
drug,4,34,11,0,train
drug,4,51,90,0,train
drug,4,200,87,0,train
drug,4,56,43,0,train
drug,4,347,55,0,train
drug,4,516,39,0,train
drug,4,228,104,0,train
drug,4,150,115,0,train
drug,4,523,31,0,train
drug,4,5,18,0,train
drug,4,329,101,0,train
drug,4,455,6,0,train
drug,4,618,22,0,train
drug,4,408,4,0,train
drug,4,593,119,0,train
drug,4,292,69,0,train
drug,4,121,20,0,train
drug,4,222,102,0,train
drug,4,502,87,0,train
drug,4,239,102,0,train
drug,4,429,11,0,train
drug,4,25,110,0,train
drug,4,38,109,0,train
drug,4,54,76,0,train
drug,4,20,85,0,train
drug,4,621,35,0,train
drug,4,245,3,0,train
drug,4,513,39,0,train
drug,4,191,67,0,train
drug,4,235,16,0,train
drug,4,414,55,0,train
drug,4,342,83,0,train
drug,4,73,9,0,train
drug,4,578,24,0,train
drug,4,373,114,0,train
drug,4,156,45,0,train
drug,4,579,64,0,train
drug,4,476,71,0,train
drug,4,208,39,0,train
drug,4,444,116,0,train
drug,4,62,120,0,train
drug,4,165,34,0,train
drug,4,275,67,0,train
drug,4,505,118,0,train
drug,4,429,2,0,train
drug,4,267,99,0,train
drug,4,511,65,0,train
drug,4,497,52,0,train
drug,4,10,83,0,train
drug,4,537,25,0,train
drug,4,616,38,0,train
drug,4,111,97,0,train
drug,4,44,44,0,train
drug,4,361,11,0,train
drug,4,3,76,0,train
drug,4,272,20,0,train
drug,4,161,66,0,train
drug,4,558,44,0,train
drug,4,253,65,0,train
drug,4,87,92,0,train
drug,4,88,76,0,train
drug,4,428,93,0,train
drug,4,32,69,0,train
drug,4,27,17,0,train
drug,4,514,87,0,train
drug,4,149,33,0,train
drug,4,424,15,0,train
drug,4,527,109,0,train
drug,4,42,35,0,train
drug,4,620,52,0,train
drug,4,602,78,0,train
drug,4,159,76,0,train
drug,4,505,55,0,train
drug,4,168,40,0,train
drug,4,487,97,0,train
drug,4,482,67,0,train
drug,4,559,28,0,train
drug,4,516,0,0,train
drug,4,486,86,0,train
drug,4,189,78,0,train
drug,4,571,14,0,train
drug,4,127,8,0,train
drug,4,438,108,0,train
drug,4,581,39,0,train
drug,4,235,120,0,train
drug,4,457,49,0,train
drug,4,350,33,0,train
drug,4,571,4,0,train
drug,4,180,119,0,train
drug,4,1,21,0,train
drug,4,570,74,0,train
drug,4,621,22,0,train
drug,4,468,25,0,train
drug,4,201,106,0,train
drug,4,570,82,0,train
drug,4,354,37,0,train
drug,4,344,85,0,train
drug,4,459,25,0,train
drug,4,308,86,0,train
drug,4,286,27,0,train
drug,4,539,78,0,train
drug,4,195,49,0,train
drug,4,480,89,0,train
drug,4,120,86,0,train
drug,4,220,70,0,train
drug,4,198,118,0,train
drug,4,52,118,0,train
drug,4,252,87,0,train
drug,4,200,119,0,train
drug,4,67,101,0,train
drug,4,586,55,0,train
drug,4,473,92,0,train
drug,4,213,15,0,train
drug,4,43,108,0,train
drug,4,383,71,0,train
drug,4,339,10,0,train
drug,4,497,38,0,train
drug,4,464,64,0,train
drug,4,239,6,0,train
drug,4,287,19,0,train
drug,4,565,47,0,train
drug,4,179,38,0,train
drug,4,308,4,0,train
drug,4,491,55,0,train
drug,4,407,96,0,train
drug,4,590,93,0,train
drug,4,49,90,0,train
drug,4,334,56,0,train
drug,4,411,119,0,train
drug,4,23,24,0,train
drug,4,42,24,0,train
drug,4,270,86,0,train
drug,4,341,9,0,train
drug,4,13,74,0,train
drug,4,3,84,0,train
drug,4,9,92,0,train
drug,4,621,31,0,train
drug,4,3,104,0,train
drug,4,44,35,0,train
drug,4,271,6,0,train
drug,4,111,12,0,train
drug,4,295,67,0,train
drug,4,38,92,0,train
drug,4,455,96,0,train
drug,4,40,36,0,train
drug,4,216,10,0,train
drug,4,331,40,0,train
drug,4,185,76,0,train
drug,4,6,60,0,train
drug,4,235,118,0,train
drug,4,165,111,0,train
drug,4,428,6,0,train
drug,4,493,35,0,train
drug,4,42,89,0,train
drug,4,170,14,0,train
drug,4,103,102,0,train
drug,4,9,78,0,train
drug,4,599,56,0,train
drug,4,229,20,0,train
drug,4,509,42,0,train
drug,4,589,23,0,train
drug,4,536,103,0,train
drug,4,481,42,0,train
drug,4,528,44,0,train
drug,4,161,87,0,train
drug,4,593,72,0,train
drug,4,272,86,0,train
drug,4,45,34,0,train
drug,4,4,30,0,train
drug,4,547,62,0,train
drug,4,242,114,0,train
drug,4,591,51,0,train
drug,4,9,44,0,train
drug,4,199,102,0,train
drug,4,553,53,0,train
drug,4,418,120,0,train
drug,4,369,35,0,train
drug,4,75,68,0,train
drug,4,358,38,0,train
drug,4,435,104,0,train
drug,4,3,23,0,train
drug,4,291,89,0,train
drug,4,468,44,0,train
drug,4,426,15,0,train
drug,4,18,8,0,train
drug,4,310,98,0,train
drug,4,138,65,0,train
drug,4,609,67,0,train
drug,4,84,34,0,train
drug,4,6,1,0,train
drug,4,436,28,0,train
drug,4,287,47,0,train
drug,4,534,104,0,train
drug,4,437,20,0,train
drug,4,28,69,0,train
drug,4,137,91,0,train
drug,4,370,115,0,train
drug,4,49,27,0,train
drug,4,186,86,0,train
drug,4,491,27,0,train
drug,4,184,108,0,train
drug,4,574,24,0,train
drug,4,578,91,0,train
drug,4,567,70,0,train
drug,4,132,96,0,train
drug,4,587,62,0,train
drug,4,400,78,0,train
drug,4,349,45,0,train
drug,4,392,14,0,train
drug,4,392,66,0,train
drug,4,107,43,0,train
drug,4,235,116,0,train
drug,4,333,30,0,train
drug,4,144,120,0,train
drug,4,222,87,0,train
drug,4,192,69,0,train
drug,4,324,55,0,train
drug,4,30,35,0,train
drug,4,358,17,0,train
drug,4,482,74,0,train
drug,4,307,37,0,train
drug,4,212,72,0,train
drug,4,56,107,0,train
drug,4,165,7,0,train
drug,4,461,20,0,train
drug,4,97,20,0,train
drug,4,376,115,0,train
drug,4,178,104,0,train
drug,4,574,74,0,train
drug,4,139,30,0,train
drug,4,429,70,0,train
drug,4,606,31,0,train
drug,4,454,111,0,train
drug,4,400,115,0,train
drug,4,9,118,0,train
drug,4,465,51,0,train
drug,4,315,107,0,train
drug,4,547,104,0,train
drug,4,322,18,0,train
drug,4,7,89,0,train
drug,4,292,17,0,train
drug,4,362,56,0,train
drug,4,189,89,0,train
drug,4,234,5,0,train
drug,4,486,43,0,train
drug,4,515,102,0,train
drug,4,404,10,0,train
drug,4,37,9,0,train
drug,4,391,43,0,train
drug,4,406,8,0,train
drug,4,294,89,0,train
drug,4,180,30,0,train
drug,4,510,15,0,train
drug,4,442,104,0,train
drug,4,564,71,0,train
drug,4,474,91,0,train
drug,4,152,31,0,train
drug,4,110,55,0,train
drug,4,2,111,0,train
drug,4,215,115,0,train
drug,4,259,69,0,train
drug,4,467,21,0,train
drug,4,112,8,0,train
drug,4,461,64,0,train
drug,4,574,91,0,train
drug,4,411,24,0,train
drug,4,424,35,0,train
drug,4,325,62,0,train
drug,4,229,10,0,train
drug,4,429,86,0,train
drug,4,370,101,0,train
drug,4,304,96,0,train
drug,4,24,66,0,train
drug,4,357,37,0,train
drug,4,536,74,0,train
drug,4,160,110,0,train
drug,4,270,118,0,train
drug,4,407,33,0,train
drug,4,43,26,0,train
drug,4,213,30,0,train
drug,4,155,7,0,train
drug,4,439,8,0,train
drug,4,571,98,0,train
drug,4,58,76,0,train
drug,4,84,21,0,train
drug,4,249,119,0,train
drug,4,192,49,0,train
drug,4,441,78,0,train
drug,4,155,69,0,train
drug,4,133,93,0,train
drug,4,51,107,0,train
drug,4,585,108,0,train
drug,4,183,16,0,train
drug,4,384,71,0,train
drug,4,550,39,0,train
drug,4,426,45,0,train
drug,4,452,76,0,train
drug,4,50,16,0,train
drug,4,599,87,0,train
drug,4,435,45,0,train
drug,4,398,25,0,train
drug,4,422,42,0,train
drug,4,241,15,0,train
drug,4,377,96,0,train
drug,4,187,109,0,train
drug,4,415,118,0,train
drug,4,281,42,0,train
drug,4,14,86,0,train
drug,4,534,70,0,train
drug,4,330,2,0,train
drug,4,270,119,0,train
drug,4,513,14,0,train
drug,4,100,14,0,train
drug,4,216,4,0,train
drug,4,303,33,0,train
drug,4,179,26,0,train
drug,4,448,65,0,train
drug,4,617,69,0,train
drug,4,620,13,0,train
drug,4,48,66,0,train
drug,4,551,84,0,train
drug,4,615,8,0,train
drug,4,64,104,0,train
drug,4,107,110,0,train
drug,4,231,120,0,train
drug,4,151,103,0,train
drug,4,103,120,0,train
drug,4,61,84,0,train
drug,4,621,36,0,train
drug,4,370,34,0,train
drug,4,620,60,0,train
drug,4,221,13,0,train
drug,4,342,4,0,train
drug,4,183,49,0,train
drug,4,579,37,0,train
drug,4,578,73,0,train
drug,4,396,3,0,train
drug,4,203,69,0,train
drug,4,245,13,0,train
drug,4,576,6,0,train
drug,4,468,13,0,train
drug,4,12,92,0,train
drug,4,355,116,0,train
drug,4,566,43,0,train
drug,4,254,109,0,train
drug,4,193,30,0,train
drug,4,472,83,0,train
drug,4,605,110,0,train
drug,4,93,38,0,train
drug,4,392,47,0,train
drug,4,259,65,0,train
drug,4,497,78,0,train
drug,4,414,7,0,train
drug,4,422,29,0,train
drug,4,389,67,0,train
drug,4,27,31,0,train
drug,4,84,85,0,train
drug,4,71,107,0,train
drug,4,475,69,0,train
drug,4,211,44,0,train
drug,4,270,9,0,train
drug,4,578,64,0,train
drug,4,612,110,0,train
drug,4,326,27,0,train
drug,4,352,116,0,train
drug,4,466,107,0,train
drug,4,301,8,0,train
drug,4,404,3,0,train
drug,4,95,55,0,train
drug,4,237,111,0,train
drug,4,563,92,0,train
drug,4,23,107,0,train
drug,4,199,104,0,train
drug,4,445,56,0,train
drug,4,265,109,0,train
drug,4,218,64,0,train
drug,4,576,107,0,train
drug,4,571,64,0,train
drug,4,301,14,0,train
drug,4,165,90,0,train
drug,4,522,60,0,train
drug,4,18,71,0,train
drug,4,339,92,0,train
drug,4,380,91,0,train
drug,4,340,11,0,train
drug,4,230,47,0,train
drug,4,220,72,0,train
drug,4,248,93,0,train
drug,4,104,55,0,train
drug,4,525,4,0,train
drug,4,392,101,0,train
drug,4,2,44,0,train
drug,4,440,37,0,train
drug,4,141,42,0,train
drug,4,235,34,0,train
drug,4,42,97,0,train
drug,4,562,51,0,train
drug,4,456,119,0,train
drug,4,249,33,0,train
drug,4,344,90,0,train
drug,4,543,91,0,train
drug,4,37,21,0,train
drug,4,326,2,0,train
drug,4,93,90,0,train
drug,4,213,69,0,train
drug,4,469,92,0,train
drug,4,504,87,0,train
drug,4,519,56,0,train
drug,4,70,72,0,train
drug,4,587,106,0,train
drug,4,236,31,0,train
drug,4,27,73,0,train
drug,4,588,110,0,train
drug,4,293,19,0,train
drug,4,59,53,0,train
drug,4,331,2,0,train
drug,4,348,119,0,train
drug,4,422,87,0,train
drug,4,160,3,0,train
drug,4,542,15,0,train
drug,4,447,71,0,train
drug,4,548,108,0,train
drug,4,410,108,0,train
drug,4,385,86,0,train
drug,4,134,24,0,train
drug,4,579,68,0,train
drug,4,613,22,0,train
drug,4,289,30,0,train
drug,4,310,2,0,train
drug,4,319,93,0,train
drug,4,35,71,0,train
drug,4,7,35,0,train
drug,4,393,108,0,train
drug,4,141,110,0,train
drug,4,78,19,0,train
drug,4,595,107,0,train
drug,4,539,89,0,train
drug,4,134,42,0,train
drug,4,387,51,0,train
drug,4,364,76,0,train
drug,4,197,34,0,train
drug,4,49,42,0,train
drug,4,115,101,0,train
drug,4,279,25,0,train
drug,4,618,6,0,train
drug,4,431,86,0,train
drug,4,393,103,0,train
drug,4,431,45,0,train
drug,4,103,66,0,train
drug,4,253,99,0,train
drug,4,278,89,0,train
drug,4,119,27,0,train
drug,4,58,24,0,train
drug,4,586,109,0,train
drug,4,246,119,0,train
drug,4,225,28,0,train
drug,4,192,18,0,train
drug,4,460,109,0,train
drug,4,593,33,0,train
drug,4,553,101,0,train
drug,4,81,39,0,train
drug,4,119,104,0,train
drug,4,557,28,0,train
drug,4,588,27,0,train
drug,4,104,19,0,train
drug,4,570,96,0,train
drug,4,345,8,0,train
drug,4,428,71,0,train
drug,4,543,67,0,train
drug,4,582,114,0,train
drug,4,547,64,0,train
drug,4,591,103,0,train
drug,4,294,64,0,train
drug,4,512,103,0,train
drug,4,125,33,0,train
drug,4,27,49,0,train
drug,4,0,107,0,train
drug,4,484,78,0,train
drug,4,35,37,0,train
drug,4,65,45,0,train
drug,4,467,36,0,train
drug,4,467,23,0,train
drug,4,531,47,0,train
drug,4,133,103,0,train
drug,4,23,65,0,train
drug,4,69,90,0,train
drug,4,111,91,0,train
drug,4,21,99,0,train
drug,4,39,111,0,train
drug,4,374,92,0,train
drug,4,366,56,0,train
drug,4,551,107,0,train
drug,4,487,104,0,train
drug,4,416,30,0,train
drug,4,422,83,0,train
drug,4,538,26,0,train
drug,4,51,110,0,train
drug,4,319,3,0,train
drug,4,226,67,0,train
drug,4,116,87,0,train
drug,4,112,60,0,train
drug,4,59,110,0,train
drug,4,193,68,0,train
drug,4,261,42,0,train
drug,4,205,68,0,train
drug,4,438,44,0,train
drug,4,600,42,0,train
drug,4,245,39,0,train
drug,4,249,103,0,train
drug,4,443,11,0,train
drug,4,197,102,0,train
drug,4,621,56,0,train
drug,4,620,11,0,train
drug,4,526,4,0,train
drug,4,519,19,0,train
drug,4,439,34,0,train
drug,4,169,110,0,train
drug,4,450,68,0,train
drug,4,136,120,0,train
drug,4,207,90,0,train
drug,4,291,67,0,train
drug,4,613,24,0,train
drug,4,443,21,0,train
drug,4,324,38,0,train
drug,4,238,74,0,train
drug,4,589,0,0,train
drug,4,16,115,0,train
drug,4,486,17,0,train
drug,4,151,106,0,train
drug,4,121,74,0,train
drug,4,603,36,0,train
drug,4,181,29,0,train
drug,4,68,29,0,train
drug,4,2,22,0,train
drug,4,12,40,0,train
drug,4,366,60,0,train
drug,4,366,0,0,train
drug,4,58,97,0,train
drug,4,604,86,0,train
drug,4,533,21,0,train
drug,4,112,78,0,train
drug,4,490,11,0,train
drug,4,520,6,0,train
drug,4,126,82,0,train
drug,4,582,7,0,train
drug,4,332,15,0,train
drug,4,586,87,0,train
drug,4,13,31,0,train
drug,4,315,106,0,train
drug,4,70,108,0,train
drug,4,578,13,0,train
drug,4,111,78,0,train
drug,4,252,2,0,train
drug,4,340,6,0,train
drug,4,541,13,0,train
drug,4,79,70,0,train
drug,4,120,14,0,train
drug,4,569,60,0,train
drug,4,517,47,0,train
drug,4,461,65,0,train
drug,4,288,25,0,train
drug,4,616,8,0,train
drug,4,421,104,0,train
drug,4,177,17,0,train
drug,4,208,114,0,train
drug,4,196,82,0,train
drug,4,142,14,0,train
drug,4,487,23,0,train
drug,4,227,82,0,train
drug,4,502,31,0,train
drug,4,527,3,0,train
drug,4,158,51,0,train
drug,4,466,30,0,train
drug,4,260,71,0,train
drug,4,92,44,0,train
drug,4,607,13,0,train
drug,4,87,97,0,train
drug,4,556,76,0,train
drug,4,6,103,0,train
drug,4,167,23,0,train
drug,4,54,6,0,train
drug,4,392,102,0,train
drug,4,561,39,0,train
drug,4,435,67,0,train
drug,4,333,96,0,train
drug,4,500,56,0,train
drug,4,22,24,0,train
drug,4,324,35,0,train
drug,4,433,8,0,train
drug,4,171,62,0,train
drug,4,489,91,0,train
drug,4,132,78,0,train
drug,4,321,116,0,train
drug,4,530,87,0,train
drug,4,245,44,0,train
drug,4,404,96,0,train
drug,4,152,66,0,train
drug,4,182,25,0,train
drug,4,410,15,0,train
drug,4,480,109,0,train
drug,4,146,11,0,train
drug,4,156,24,0,train
drug,4,40,44,0,train
drug,4,252,89,0,train
drug,4,171,13,0,train
drug,4,116,43,0,train
drug,4,11,73,0,train
drug,4,525,33,0,train
drug,4,578,35,0,train
drug,4,545,90,0,train
drug,4,341,103,0,train
drug,4,530,86,0,train
drug,4,133,49,0,train
drug,4,158,45,0,train
drug,4,432,74,0,train
drug,4,620,49,0,train
drug,4,481,45,0,train
drug,4,243,3,0,train
drug,4,394,40,0,train
drug,4,270,17,0,train
drug,4,224,92,0,train
drug,4,410,53,0,train
drug,4,152,60,0,train
drug,4,516,56,0,train
drug,4,541,29,0,train
drug,4,391,76,0,train
drug,4,387,74,0,train
drug,4,104,87,0,train
drug,4,573,115,0,train
drug,4,564,93,0,train
drug,4,564,25,0,train
drug,4,491,70,0,train
drug,4,19,40,0,train
drug,4,407,65,0,train
drug,4,19,22,0,train
drug,4,443,74,0,train
drug,4,520,91,0,train
drug,4,93,23,0,train
drug,4,505,12,0,train
drug,4,93,98,0,train
drug,4,219,83,0,train
drug,4,405,99,0,train
drug,4,611,109,0,train
drug,4,619,73,0,train
drug,4,368,8,0,train
drug,4,395,119,0,train
drug,4,578,44,0,train
drug,4,403,92,0,train
drug,4,526,110,0,train
drug,4,49,106,0,train
drug,4,522,0,0,train
drug,4,599,22,0,train
drug,4,540,25,0,train
drug,4,18,76,0,train
drug,4,571,85,0,train
drug,4,393,110,0,train
drug,4,254,3,0,train
drug,4,76,110,0,train
drug,4,392,0,0,train
drug,4,383,76,0,train
drug,4,149,91,0,train
drug,4,233,35,0,train
drug,4,100,73,0,train
drug,4,468,72,0,train
drug,4,383,12,0,train
drug,4,33,89,0,train
drug,4,1,90,0,train
drug,4,546,67,0,train
drug,4,138,14,0,train
drug,4,555,120,0,train
drug,4,449,101,0,train
drug,4,360,85,0,train
drug,4,272,25,0,train
drug,4,27,19,0,train
drug,4,570,12,0,train
drug,4,376,96,0,train
drug,4,452,4,0,train
drug,4,106,34,0,train
drug,4,431,73,0,train
drug,4,294,18,0,train
drug,4,204,45,0,train
drug,4,541,119,0,train
drug,4,369,12,0,train
drug,4,548,13,0,train
drug,4,154,23,0,train
drug,4,499,27,0,train
drug,4,616,6,0,train
drug,4,616,34,0,train
drug,4,458,109,0,train
drug,4,621,67,0,train
drug,4,56,73,0,train
drug,4,485,86,0,train
drug,4,520,51,0,train
drug,4,92,31,0,train
drug,4,609,97,0,train
drug,4,44,52,0,train
drug,4,273,104,0,train
drug,4,51,60,0,train
drug,4,96,91,0,train
drug,4,440,19,0,train
drug,4,177,16,0,train
drug,4,285,60,0,train
drug,4,613,20,0,train
drug,4,6,36,0,train
drug,4,415,26,0,train
drug,4,87,7,0,train
drug,4,87,34,0,train
drug,4,56,8,0,train
drug,4,380,20,0,train
drug,4,379,55,0,train
drug,4,20,108,0,train
drug,4,267,78,0,train
drug,4,22,18,0,train
drug,4,324,99,0,train
drug,4,106,73,0,train
drug,4,99,47,0,train
drug,4,458,103,0,train
drug,4,516,68,0,train
drug,4,205,116,0,train
drug,4,97,60,0,train
drug,4,361,116,0,train
drug,4,534,34,0,train
drug,4,385,33,0,train
drug,4,43,35,0,train
drug,4,233,27,0,train
drug,4,495,17,0,train
drug,4,344,24,0,train
drug,4,168,76,0,train
drug,4,593,86,0,train
drug,4,160,8,0,train
drug,4,304,33,0,train
drug,4,426,17,0,train
drug,4,374,1,0,train
drug,4,510,10,0,train
drug,4,308,116,0,train
drug,4,381,67,0,train
drug,4,175,2,0,train
drug,4,499,15,0,train
drug,4,472,99,0,train
drug,4,317,65,0,train
drug,4,258,40,0,train
drug,4,262,92,0,train
drug,4,394,86,0,train
drug,4,333,104,0,train
drug,4,371,82,0,train
drug,4,451,107,0,train
drug,4,187,3,0,train
drug,4,100,89,0,train
drug,4,430,27,0,train
drug,4,97,12,0,train
drug,4,44,64,0,train
drug,4,66,98,0,train
drug,4,338,45,0,train
drug,4,283,116,0,train
drug,4,448,47,0,train
drug,4,240,10,0,train
drug,4,91,78,0,train
drug,4,97,53,0,train
drug,4,395,12,0,train
drug,4,405,104,0,train
drug,4,118,27,0,train
drug,4,352,22,0,train
drug,4,574,10,0,train
drug,4,181,6,0,train
drug,4,145,2,0,train
drug,4,572,22,0,train
drug,4,152,21,0,train
drug,4,398,103,0,train
drug,4,300,9,0,train
drug,4,223,96,0,train
drug,4,67,99,0,train
drug,4,168,47,0,train
drug,4,367,12,0,train
drug,4,597,99,0,train
drug,4,508,84,0,train
drug,4,222,37,0,train
drug,4,264,86,0,train
drug,4,265,97,0,train
drug,4,191,65,0,train
drug,4,302,84,0,train
drug,4,597,73,0,train
drug,4,478,84,0,train
drug,4,66,92,0,train
drug,4,412,45,0,train
drug,4,472,118,0,train
drug,4,217,96,0,train
drug,4,141,72,0,train
drug,4,469,110,0,train
drug,4,538,28,0,train
drug,4,348,14,0,train
drug,4,565,28,0,train
drug,4,171,17,0,train
drug,4,78,91,0,train
drug,4,385,69,0,train
drug,4,419,78,0,train
drug,4,275,97,0,train
drug,4,572,90,0,train
drug,4,174,69,0,train
drug,4,362,13,0,train
drug,4,409,86,0,train
drug,4,216,21,0,train
drug,4,565,104,0,train
drug,4,427,101,0,train
drug,4,162,119,0,train
drug,4,419,15,0,train
drug,4,602,83,0,train
drug,4,377,28,0,train
drug,4,44,20,0,train
drug,4,256,110,0,train
drug,4,566,85,0,train
drug,4,416,108,0,train
drug,4,383,3,0,train
drug,4,525,115,0,train
drug,4,380,84,0,train
drug,4,75,73,0,train
drug,4,469,108,0,train
drug,4,389,102,0,train
drug,4,456,64,0,train
drug,4,542,84,0,train
drug,4,175,21,0,train
drug,4,192,78,0,train
drug,4,552,103,0,train
drug,4,362,7,0,train
drug,4,472,49,0,train
drug,4,128,64,0,train
drug,4,469,97,0,train
drug,4,611,23,0,train
drug,4,222,6,0,train
drug,4,168,12,0,train
drug,4,395,93,0,train
drug,4,124,119,0,train
drug,4,275,55,0,train
drug,4,555,6,0,train
drug,4,407,36,0,train
drug,4,530,99,0,train
drug,4,76,38,0,train
drug,4,257,115,0,train
drug,4,437,14,0,train
drug,4,301,90,0,train
drug,4,551,53,0,train
drug,4,99,37,0,train
drug,4,575,76,0,train
drug,4,523,82,0,train
drug,4,549,18,0,train
drug,4,193,42,0,train
drug,4,443,38,0,train
drug,4,13,71,0,train
drug,4,155,89,0,train
drug,4,467,11,0,train
drug,4,248,55,0,train
drug,4,445,31,0,train
drug,4,360,30,0,train
drug,4,485,62,0,train
drug,4,388,107,0,train
drug,4,397,5,0,train
drug,4,439,13,0,train
drug,4,420,37,0,train
drug,4,112,84,0,train
drug,4,350,37,0,train
drug,4,354,2,0,train
drug,4,376,28,0,train
drug,4,50,98,0,train
drug,4,115,109,0,train
drug,4,286,107,0,train
drug,4,15,8,0,train
drug,4,393,89,0,train
drug,4,57,44,0,train
drug,4,40,92,0,train
drug,4,152,98,0,train
drug,4,275,114,0,train
drug,4,90,51,0,train
drug,4,547,114,0,train
drug,4,132,73,0,train
drug,4,574,104,0,train
drug,4,434,55,0,train
drug,4,569,62,0,train
drug,4,123,89,0,train
drug,4,538,15,0,train
drug,4,325,84,0,train
drug,4,433,62,0,train
drug,4,19,111,0,train
drug,4,607,108,0,train
drug,4,576,26,0,train
drug,4,333,47,0,train
drug,4,432,19,0,train
drug,4,425,44,0,train
drug,4,327,55,0,train
drug,4,471,89,0,train
drug,4,613,53,0,train
drug,4,295,12,0,train
drug,4,438,114,0,train
drug,4,434,96,0,train
drug,4,329,93,0,train
drug,4,364,24,0,train
drug,4,140,43,0,train
drug,4,205,42,0,train
drug,4,161,62,0,train
drug,4,284,39,0,train
drug,4,433,72,0,train
drug,4,524,120,0,train
drug,4,267,53,0,train
drug,4,477,20,0,train
drug,4,463,107,0,train
drug,4,246,78,0,train
drug,4,470,17,0,train
drug,4,264,99,0,train
drug,4,159,68,0,train
drug,4,273,118,0,train
drug,4,350,89,0,train
drug,4,71,13,0,train
drug,4,413,27,0,train
drug,4,6,109,0,train
drug,4,362,102,0,train
drug,4,490,70,0,train
drug,4,209,66,0,train
drug,4,515,52,0,train
drug,4,294,101,0,train
drug,4,441,118,0,train
drug,4,498,51,0,train
drug,4,176,120,0,train
drug,4,494,27,0,train
drug,4,61,102,0,train
drug,4,232,18,0,train
drug,4,133,78,0,train
drug,4,224,11,0,train
drug,4,535,21,0,train
drug,4,93,97,0,train
drug,4,328,76,0,train
drug,4,491,101,0,train
drug,4,256,2,0,train
drug,4,71,64,0,train
drug,4,24,67,0,train
drug,4,323,19,0,train
drug,4,581,30,0,train
drug,4,493,67,0,train
drug,4,577,68,0,train
drug,4,309,65,0,train
drug,4,528,12,0,train
drug,4,533,31,0,train
drug,4,77,74,0,train
drug,4,116,83,0,train
drug,4,275,43,0,train
drug,4,481,24,0,train
drug,4,532,103,0,train
drug,4,576,67,0,train
drug,4,11,38,0,train
drug,4,607,47,0,train
drug,4,468,70,0,train
drug,4,547,26,0,train
drug,4,393,69,0,train
drug,4,214,108,0,train
drug,4,545,9,0,train
drug,4,374,115,0,train
drug,4,567,21,0,train
drug,4,341,62,0,train
drug,4,351,120,0,train
drug,4,51,116,0,train
drug,4,20,49,0,train
drug,4,290,44,0,train
drug,4,72,73,0,train
drug,4,285,74,0,train
drug,4,526,37,0,train
drug,4,591,87,0,train
drug,4,305,103,0,train
drug,4,268,72,0,train
drug,4,614,78,0,train
drug,4,224,7,0,train
drug,4,107,71,0,train
drug,4,363,23,0,train
drug,4,348,3,0,train
drug,4,479,49,0,train
drug,4,592,97,0,train
drug,4,524,108,0,train
drug,4,15,19,0,train
drug,4,266,36,0,train
drug,4,172,116,0,train
drug,4,227,119,0,train
drug,4,578,97,0,train
drug,4,542,3,0,train
drug,4,167,109,0,train
drug,4,289,56,0,train
drug,4,255,69,0,train
drug,4,371,70,0,train
drug,4,265,64,0,train
drug,4,461,42,0,train
drug,4,395,3,0,train
drug,4,198,10,0,train
drug,4,559,92,0,train
drug,4,157,83,0,train
drug,4,477,14,0,train
drug,4,357,98,0,train
drug,4,353,19,0,train
drug,4,260,108,0,train
drug,4,363,96,0,train
drug,4,521,90,0,train
drug,4,118,119,0,train
drug,4,447,30,0,train
